# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005515	MF	e	protein binding	1948/2534	12517/20670	1.8735686449600178e-76	2	1948	8.296161959882959e-73	25, 30, 32, 41, 48, 53, 90, 143, 156, 160, 161, 204, 207, 321, 369, 382, 405, 409, 410, 445, 467, 501, 558, 563, 578, 581, 595, 605, 617, 633, 636, 644, 655, 658, 663, 688, 694, 705, 706, 788, 800, 817, 823, 831, 833, 857, 865, 867, 874, 883, 889, 896, 902, 904, 905, 977, 984, 994, 997, 1019, 1050, 1060, 1105, 1106, 1112, 1130, 1186, 1196, 1312, 1387, 1388, 1435, 1445, 1453, 1454, 1459, 1477, 1478, 1500, 1534, 1605, 1609, 1613, 1616, 1634, 1647, 1659, 1717, 1727, 1736, 1786, 1788, 1798, 1802, 1819, 1831, 1838, 1839, 1840, 1856, 1857, 1861, 1874, 1889, 1891, 1911, 1936, 1942, 1944, 1948, 1956, 1967, 1997, 2005, 2010, 2011, 2021, 2022, 2033, 2047, 2054, 2055, 2059, 2067, 2068, 2071, 2072, 2074, 2077, 2101, 2130, 2132, 2140, 2200, 2218, 2237, 2314, 2316, 2317, 2335, 2487, 2517, 2519, 2521, 2531, 2539, 2590, 2621, 2629, 2648, 2671, 2686, 2717, 2720, 2733, 2737, 2800, 2801, 2802, 2870, 2873, 2878, 2896, 2931, 2937, 2948, 2956, 2969, 2976, 2992, 2997, 3014, 3054, 3065, 3074, 3141, 3148, 3191, 3257, 3297, 3351, 3364, 3399, 3416, 3455, 3480, 3482, 3607, 3609, 3619, 3636, 3643, 3655, 3658, 3660, 3661, 3679, 3693, 3703, 3717, 3725, 3730, 3752, 3767, 3795, 3835, 3838, 3912, 3913, 3930, 3954, 3980, 3984, 3998, 4000, 4005, 4012, 4013, 4048, 4052, 4054, 4062, 4086, 4089, 4090, 4097, 4116, 4140, 4149, 4152, 4172, 4173, 4176, 4193, 4204, 4215, 4216, 4218, 4221, 4232, 4297, 4301, 4306, 4354, 4355, 4520, 4534, 4548, 4552, 4599, 4638, 4660, 4665, 4681, 4682, 4744, 4750, 4758, 4790, 4793, 4795, 4798, 4799, 4802, 4833, 4839, 4848, 4850, 4851, 4853, 4857, 4863, 4882, 4891, 4899, 4927, 4928, 4943, 4957, 5018, 5045, 5073, 5087, 5089, 5130, 5152, 5155, 5159, 5184, 5187, 5190, 5192, 5195, 5243, 5253, 5264, 5270, 5272, 5283, 5290, 5310, 5332, 5335, 5351, 5362, 5394, 5395, 5422, 5425, 5428, 5442, 5447, 5451, 5454, 5467, 5469, 5496, 5514, 5519, 5523, 5531, 5536, 5546, 5550, 5562, 5565, 5566, 5576, 5583, 5586, 5587, 5610, 5635, 5664, 5681, 5711, 5717, 5721, 5725, 5770, 5782, 5787, 5793, 5795, 5817, 5831, 5832, 5833, 5859, 5863, 5871, 5875, 5878, 5884, 5894, 5921, 5927, 5930, 5970, 5973, 5976, 5977, 5978, 5980, 5987, 5991, 5993, 6002, 6016, 6041, 6047, 6093, 6095, 6198, 6240, 6249, 6251, 6257, 6282, 6293, 6294, 6311, 6314, 6429, 6433, 6434, 6446, 6455, 6461, 6472, 6487, 6494, 6499, 6515, 6539, 6541, 6585, 6597, 6598, 6602, 6603, 6609, 6646, 6648, 6667, 6670, 6671, 6687, 6722, 6730, 6745, 6749, 6760, 6778, 6789, 6810, 6811, 6821, 6830, 6832, 6837, 6838, 6843, 6868, 6871, 6872, 6876, 6878, 6881, 6904, 6907, 6908, 6924, 6925, 6944, 6945, 6949, 7003, 7010, 7013, 7014, 7016, 7024, 7025, 7027, 7037, 7048, 7060, 7064, 7108, 7109, 7110, 7168, 7187, 7189, 7204, 7216, 7227, 7248, 7249, 7260, 7270, 7283, 7289, 7297, 7301, 7327, 7329, 7343, 7374, 7376, 7403, 7407, 7414, 7422, 7428, 7447, 7453, 7468, 7508, 7515, 7525, 7542, 7551, 7559, 7565, 7589, 7592, 7629, 7633, 7638, 7693, 7706, 7709, 7726, 7737, 7741, 7745, 7756, 7767, 7776, 7786, 7789, 7791, 7804, 7813, 7818, 7844, 7862, 7866, 7918, 7922, 7965, 7975, 7994, 8019, 8021, 8028, 8085, 8086, 8099, 8106, 8148, 8161, 8175, 8189, 8192, 8202, 8216, 8220, 8226, 8233, 8241, 8242, 8243, 8289, 8295, 8315, 8394, 8398, 8411, 8424, 8440, 8449, 8451, 8479, 8480, 8496, 8498, 8500, 8527, 8535, 8544, 8546, 8554, 8563, 8568, 8573, 8605, 8607, 8621, 8625, 8660, 8677, 8697, 8751, 8754, 8772, 8780, 8801, 8805, 8816, 8818, 8834, 8841, 8863, 8864, 8879, 8881, 8883, 8884, 8886, 8890, 8891, 8892, 8893, 8895, 8899, 8900, 8904, 8907, 8930, 8934, 9019, 9054, 9070, 9092, 9093, 9099, 9112, 9113, 9117, 9125, 9128, 9129, 9130, 9131, 9136, 9139, 9146, 9149, 9169, 9183, 9188, 9191, 9211, 9223, 9230, 9231, 9238, 9246, 9258, 9265, 9266, 9278, 9282, 9308, 9321, 9325, 9328, 9329, 9337, 9342, 9343, 9351, 9373, 9392, 9397, 9399, 9409, 9410, 9422, 9439, 9442, 9459, 9462, 9463, 9470, 9510, 9524, 9526, 9533, 9541, 9545, 9555, 9564, 9567, 9570, 9572, 9577, 9587, 9589, 9605, 9611, 9612, 9618, 9619, 9627, 9631, 9636, 9637, 9640, 9656, 9657, 9658, 9659, 9667, 9669, 9675, 9682, 9683, 9684, 9686, 9695, 9704, 9710, 9711, 9716, 9724, 9726, 9730, 9731, 9733, 9742, 9750, 9766, 9775, 9780, 9785, 9786, 9792, 9810, 9812, 9815, 9818, 9820, 9825, 9826, 9827, 9831, 9832, 9841, 9856, 9858, 9860, 9862, 9863, 9869, 9882, 9885, 9887, 9891, 9895, 9898, 9901, 9902, 9903, 9918, 9919, 9923, 9924, 9925, 9931, 9933, 9943, 9945, 9961, 9968, 9972, 9973, 10011, 10013, 10014, 10019, 10020, 10025, 10038, 10039, 10043, 10066, 10072, 10078, 10102, 10113, 10127, 10135, 10137, 10139, 10146, 10171, 10172, 10174, 10184, 10195, 10197, 10199, 10212, 10217, 10233, 10237, 10241, 10250, 10262, 10270, 10274, 10280, 10295, 10297, 10307, 10311, 10318, 10322, 10327, 10328, 10336, 10363, 10370, 10401, 10411, 10413, 10426, 10427, 10449, 10452, 10454, 10459, 10461, 10466, 10469, 10482, 10489, 10497, 10498, 10516, 10526, 10528, 10533, 10549, 10557, 10565, 10570, 10592, 10606, 10608, 10611, 10613, 10614, 10616, 10617, 10627, 10634, 10641, 10682, 10713, 10717, 10725, 10743, 10746, 10762, 10763, 10765, 10802, 10813, 10817, 10838, 10844, 10856, 10868, 10869, 10897, 10898, 10902, 10906, 10921, 10938, 10939, 10945, 10948, 10973, 10979, 10994, 11011, 11016, 11018, 11021, 11040, 11054, 11060, 11064, 11068, 11070, 11073, 11079, 11091, 11092, 11094, 11129, 11143, 11147, 11151, 11152, 11153, 11158, 11160, 11161, 11163, 11176, 11186, 11190, 11196, 11214, 11230, 11231, 11237, 11252, 11273, 11276, 11282, 11311, 11329, 11336, 11344, 22838, 22843, 22845, 22846, 22848, 22850, 22852, 22861, 22864, 22868, 22872, 22879, 22880, 22882, 22885, 22889, 22890, 22893, 22894, 22906, 22913, 22926, 22929, 22954, 22984, 22985, 22992, 23005, 23011, 23013, 23035, 23041, 23049, 23054, 23059, 23062, 23066, 23071, 23075, 23076, 23099, 23102, 23107, 23112, 23113, 23126, 23129, 23130, 23131, 23132, 23133, 23137, 23139, 23140, 23141, 23151, 23160, 23163, 23165, 23168, 23172, 23174, 23177, 23181, 23184, 23185, 23186, 23189, 23192, 23195, 23197, 23198, 23203, 23212, 23216, 23225, 23250, 23254, 23276, 23279, 23288, 23293, 23294, 23295, 23299, 23307, 23309, 23315, 23317, 23334, 23338, 23344, 23347, 23350, 23351, 23352, 23353, 23355, 23358, 23360, 23361, 23363, 23379, 23383, 23385, 23394, 23399, 23404, 23410, 23438, 23473, 23474, 23476, 23481, 23503, 23506, 23513, 23523, 23549, 23552, 23560, 23567, 23589, 23613, 23623, 23636, 23641, 23644, 23647, 23648, 23654, 23657, 23660, 23677, 23705, 23708, 23759, 23762, 23774, 24140, 24144, 25759, 25771, 25776, 25792, 25796, 25798, 25805, 25813, 25820, 25827, 25836, 25839, 25851, 25853, 25855, 25885, 25900, 25904, 25914, 25915, 25921, 25924, 25925, 25927, 25929, 25930, 25937, 25939, 25941, 25942, 25962, 25970, 25974, 26000, 26002, 26003, 26005, 26011, 26015, 26019, 26020, 26036, 26039, 26040, 26043, 26053, 26056, 26058, 26071, 26086, 26092, 26098, 26100, 26121, 26123, 26145, 26146, 26147, 26151, 26152, 26155, 26190, 26240, 26249, 26276, 26286, 26504, 26505, 26511, 26959, 26993, 27005, 27037, 27043, 27152, 27154, 27161, 27173, 27183, 27245, 27252, 27301, 27309, 27314, 27327, 27338, 27343, 27348, 27429, 27436, 28951, 28952, 28976, 28988, 28989, 28991, 29062, 29070, 29071, 29097, 29110, 29115, 29763, 29777, 29781, 29855, 29882, 29888, 29890, 29894, 29914, 29919, 29920, 29928, 29944, 29997, 30001, 30061, 30818, 30827, 30845, 49854, 50618, 50626, 50650, 50807, 50814, 51008, 51011, 51042, 51043, 51053, 51060, 51061, 51067, 51070, 51073, 51077, 51111, 51112, 51117, 51150, 51160, 51162, 51172, 51194, 51204, 51244, 51283, 51307, 51312, 51343, 51347, 51368, 51390, 51399, 51447, 51455, 51479, 51490, 51497, 51550, 51562, 51564, 51574, 51588, 51593, 51602, 51603, 51605, 51634, 51635, 51692, 51706, 51734, 51741, 51742, 51752, 51754, 51755, 51763, 53349, 53373, 53407, 53615, 53826, 53838, 53916, 53918, 53981, 54206, 54431, 54442, 54455, 54458, 54471, 54487, 54512, 54520, 54540, 54545, 54552, 54555, 54606, 54617, 54663, 54676, 54680, 54682, 54707, 54741, 54784, 54790, 54808, 54815, 54828, 54862, 54865, 54880, 54883, 54887, 54898, 54902, 54904, 54906, 54918, 54929, 54946, 54957, 54960, 54963, 54973, 54978, 54994, 55015, 55023, 55035, 55037, 55048, 55068, 55080, 55081, 55086, 55090, 55095, 55111, 55112, 55117, 55118, 55127, 55128, 55139, 55147, 55167, 55170, 55177, 55178, 55181, 55193, 55196, 55198, 55201, 55204, 55219, 55226, 55233, 55239, 55245, 55256, 55262, 55269, 55295, 55324, 55337, 55346, 55361, 55366, 55421, 55432, 55506, 55526, 55527, 55536, 55571, 55621, 55626, 55633, 55636, 55638, 55650, 55660, 55661, 55662, 55666, 55668, 55689, 55690, 55692, 55697, 55702, 55705, 55720, 55729, 55738, 55740, 55749, 55750, 55755, 55760, 55761, 55764, 55769, 55795, 55802, 55813, 55818, 55823, 55829, 55844, 55851, 55898, 55917, 55920, 55929, 55954, 55968, 55970, 56005, 56006, 56160, 56252, 56259, 56474, 56478, 56886, 56898, 56919, 56926, 56927, 56949, 56975, 56980, 56997, 57017, 57019, 57085, 57088, 57109, 57117, 57154, 57175, 57182, 57187, 57192, 57198, 57209, 57215, 57222, 57325, 57343, 57407, 57409, 57459, 57472, 57473, 57493, 57505, 57506, 57508, 57510, 57521, 57539, 57541, 57561, 57589, 57590, 57592, 57600, 57602, 57606, 57617, 57620, 57621, 57634, 57679, 57690, 57693, 57703, 57721, 57724, 57727, 57728, 57786, 57794, 58190, 58490, 58494, 58497, 58499, 58506, 58513, 58517, 58525, 58986, 59277, 59284, 60370, 60493, 60560, 60626, 60672, 60673, 63027, 63874, 63892, 63893, 63894, 63906, 63929, 63941, 63971, 64087, 64207, 64210, 64218, 64223, 64320, 64324, 64328, 64374, 64425, 64430, 64599, 64601, 64708, 64755, 64766, 64768, 64773, 64777, 64781, 64783, 64784, 64793, 64837, 64864, 65057, 65083, 65109, 65110, 65117, 65123, 65220, 65260, 65980, 65982, 65986, 65999, 66005, 78987, 78992, 79001, 79016, 79027, 79036, 79038, 79048, 79065, 79073, 79080, 79084, 79089, 79102, 79139, 79143, 79157, 79165, 79171, 79174, 79184, 79188, 79364, 79415, 79441, 79443, 79571, 79577, 79581, 79583, 79591, 79594, 79603, 79618, 79632, 79643, 79648, 79654, 79659, 79670, 79680, 79697, 79706, 79707, 79714, 79724, 79726, 79735, 79753, 79754, 79763, 79778, 79786, 79791, 79794, 79803, 79809, 79842, 79847, 79871, 79872, 79882, 79892, 79894, 79902, 79903, 79913, 79932, 79939, 79947, 79960, 79993, 80012, 80020, 80153, 80155, 80176, 80184, 80198, 80199, 80208, 80212, 80222, 80228, 80230, 80256, 80262, 80273, 80279, 80306, 80308, 80311, 80314, 80325, 80347, 80746, 80764, 80775, 80778, 80789, 80820, 80851, 80854, 80896, 81037, 81502, 81532, 81542, 81545, 81554, 81556, 81572, 81576, 81605, 81617, 81669, 81844, 81846, 81858, 81887, 81888, 81890, 81926, 81932, 83460, 83464, 83475, 83548, 83606, 83637, 83667, 83695, 83696, 83714, 83743, 83746, 83786, 83860, 83861, 83862, 83877, 83892, 83931, 84065, 84067, 84078, 84079, 84124, 84133, 84148, 84153, 84159, 84164, 84168, 84172, 84196, 84231, 84245, 84256, 84267, 84273, 84277, 84285, 84286, 84287, 84292, 84295, 84303, 84309, 84310, 84313, 84315, 84317, 84320, 84335, 84336, 84337, 84447, 84450, 84458, 84461, 84498, 84522, 84532, 84623, 84640, 84688, 84717, 84747, 84749, 84775, 84790, 84811, 84823, 84861, 84864, 84881, 84888, 84893, 84895, 84898, 84914, 84923, 84936, 84939, 84946, 84950, 84952, 84954, 84961, 84975, 84988, 84991, 85021, 85364, 85365, 85369, 85395, 85440, 85456, 85461, 85463, 89765, 89781, 89797, 89941, 89953, 90231, 90326, 90485, 90507, 90522, 90580, 90627, 90678, 90780, 90809, 90864, 90865, 90956, 90957, 91039, 91252, 91289, 91544, 91582, 91603, 91663, 91694, 91754, 91782, 91949, 92597, 92609, 92689, 92822, 92840, 93210, 93487, 93624, 94005, 94056, 94103, 96764, 112574, 112869, 113178, 113829, 114034, 114049, 114798, 114822, 114883, 114885, 115426, 115703, 115704, 115752, 115825, 116092, 116225, 116931, 116985, 117246, 118424, 118426, 118813, 121642, 121665, 122809, 122953, 123879, 124245, 124359, 124491, 124540, 124583, 124801, 124935, 124936, 124997, 125919, 126119, 126298, 126626, 127281, 128486, 128637, 128710, 128869, 129138, 130557, 130617, 131601, 133746, 138311, 140459, 140461, 140775, 140831, 140890, 140901, 143458, 144097, 144165, 144699, 145483, 146198, 147495, 147687, 147807, 148523, 149041, 149371, 150864, 151354, 151903, 152137, 152404, 152485, 152503, 153222, 153241, 153733, 154810, 154881, 157638, 157769, 158293, 158405, 158427, 160418, 161145, 162427, 163049, 163126, 163590, 163859, 164091, 165918, 167227, 167410, 167691, 170384, 171023, 171568, 192111, 192669, 192670, 196051, 196441, 196463, 196528, 197131, 197257, 197320, 197370, 200014, 200081, 200186, 200576, 200734, 201163, 203260, 206358, 219988, 220972, 221120, 221178, 221395, 221496, 221656, 221937, 221955, 222229, 222553, 245812, 246175, 246243, 253260, 253725, 253980, 254170, 254225, 254428, 257218, 259282, 283219, 283248, 283337, 283373, 283489, 283820, 283899, 283987, 284058, 284309, 284439, 285590, 285636, 286451, 337867, 339123, 339230, 339416, 340061, 342371, 345557, 348180, 353116, 373156, 374291, 374354, 374395, 374655, 374920, 375035, 375790, 376497, 387496, 387521, 387893, 388552, 388695, 400720, 401548, 401647, 403341, 415116, 441518, 541468, 619279, 643853, 653319, 653784, 729515
GO:0003723	MF	e	RNA binding	312/2534	1399/20670	9.704143271146546e-28	4	312	1.4323315468212303e-24	48, 445, 705, 831, 984, 1106, 1454, 1476, 1477, 1478, 1634, 1659, 1736, 1786, 1819, 2011, 2130, 2316, 2317, 2521, 2896, 3148, 3191, 3609, 3658, 3725, 3838, 3930, 4048, 4116, 4204, 4799, 4839, 4850, 4857, 5073, 5394, 5442, 5514, 5536, 5586, 5610, 5725, 5770, 5832, 5930, 5976, 6041, 6238, 6294, 6311, 6429, 6433, 6434, 6499, 6597, 6730, 6749, 6830, 6832, 6838, 6949, 7037, 7329, 7343, 7706, 7756, 7791, 7818, 8106, 8148, 8175, 8241, 8243, 8449, 8480, 8568, 8602, 8621, 8886, 8895, 8899, 9092, 9129, 9130, 9136, 9169, 9188, 9238, 9277, 9337, 9343, 9410, 9470, 9567, 9667, 9669, 9704, 9716, 9733, 9775, 9785, 9875, 9879, 9898, 9904, 9931, 9933, 10102, 10137, 10146, 10199, 10212, 10250, 10262, 10270, 10449, 10482, 10514, 10528, 10813, 10849, 10885, 10898, 10921, 10949, 10973, 10985, 11083, 11151, 11176, 11196, 11231, 11273, 11344, 22864, 22868, 22889, 22894, 22913, 22954, 22984, 22985, 23013, 23049, 23076, 23082, 23112, 23131, 23160, 23168, 23185, 23211, 23212, 23215, 23223, 23293, 23350, 23404, 23438, 23481, 23536, 23560, 23567, 23708, 25929, 25939, 25942, 25946, 25962, 26010, 26019, 26058, 26121, 26155, 26608, 26959, 26993, 27037, 27043, 27079, 27161, 27327, 27349, 29066, 29777, 29889, 29890, 29997, 51008, 51067, 51070, 51073, 51077, 51490, 51497, 51574, 51593, 51602, 51605, 51634, 51692, 53981, 54552, 54555, 54606, 54865, 54888, 54954, 55035, 55037, 55086, 55094, 55095, 55119, 55127, 55131, 55147, 55178, 55225, 55226, 55269, 55337, 55339, 55421, 55621, 55660, 55661, 55695, 55720, 55749, 55760, 55794, 55795, 55920, 56252, 56478, 56919, 57109, 57169, 57409, 57466, 57472, 57510, 57602, 57690, 57703, 57727, 57794, 58506, 58517, 60493, 60528, 63893, 63897, 64783, 64969, 65083, 65095, 65109, 65110, 65117, 79048, 79066, 79080, 79171, 79228, 79670, 79707, 79724, 79753, 79882, 80155, 81554, 81844, 81887, 83743, 84128, 84273, 84295, 84309, 84310, 84811, 84881, 84950, 84991, 85364, 85451, 90957, 91582, 92609, 114034, 114049, 115098, 115752, 117246, 124245, 124540, 134430, 140890, 149041, 154197, 155435, 192669, 192670, 219988, 246243, 317781, 339230, 342371, 376940, 494115
GO:0046872	MF	e	metal ion binding	425/2534	2328/20670	5.411192898739007e-19	4	425	4.792152431123265e-16	32, 48, 90, 369, 411, 412, 578, 658, 688, 833, 1445, 1534, 1609, 1788, 1798, 1819, 2068, 2130, 2132, 2140, 2521, 2618, 2737, 3268, 3655, 3658, 3679, 3703, 3717, 3752, 3984, 3998, 4005, 4086, 4089, 4090, 4123, 4215, 4216, 4337, 4520, 4638, 4682, 4750, 4833, 4850, 4884, 5045, 5073, 5152, 5192, 5198, 5496, 5514, 5531, 5536, 5562, 5583, 5587, 5894, 5977, 5978, 5980, 5986, 5987, 6041, 6093, 6667, 6670, 6671, 6868, 6871, 7016, 7048, 7064, 7403, 7468, 7543, 7559, 7565, 7581, 7587, 7589, 7592, 7629, 7633, 7638, 7691, 7693, 7701, 7706, 7709, 7726, 7727, 7737, 7741, 7745, 7756, 7767, 7771, 7776, 7789, 7791, 7844, 7862, 8028, 8085, 8148, 8226, 8233, 8241, 8527, 8544, 8751, 8754, 8780, 8895, 9054, 9070, 9093, 9099, 9139, 9146, 9169, 9278, 9334, 9337, 9379, 9422, 9463, 9640, 9654, 9658, 9669, 9726, 9797, 9810, 9815, 9831, 9841, 9891, 9923, 9924, 9925, 9931, 9972, 10014, 10020, 10127, 10168, 10172, 10194, 10217, 10241, 10296, 10322, 10336, 10404, 10520, 10585, 10611, 10616, 10617, 10743, 10746, 10838, 10869, 10906, 11016, 11068, 11083, 11128, 11163, 11176, 11196, 11214, 11282, 22838, 22843, 22847, 22850, 22856, 22869, 22882, 22885, 22890, 22929, 23035, 23036, 23049, 23093, 23099, 23113, 23126, 23131, 23203, 23211, 23293, 23295, 23338, 23355, 23361, 23467, 23503, 23527, 23536, 23598, 23774, 25799, 25809, 25819, 25925, 25976, 26036, 26137, 26145, 26147, 26152, 26286, 26993, 27005, 27154, 27161, 27309, 27343, 29066, 30061, 49854, 50807, 51011, 51043, 51111, 51283, 51455, 51479, 51559, 51564, 51654, 51692, 53918, 54487, 54665, 54680, 54753, 54784, 54849, 54904, 55139, 55167, 55229, 55233, 55252, 55253, 55279, 55290, 55298, 55432, 55621, 55627, 55666, 55702, 55738, 55769, 55823, 56731, 56980, 57019, 57117, 57168, 57209, 57336, 57343, 57472, 57473, 57494, 57507, 57541, 57553, 57573, 57592, 57617, 57621, 57661, 57674, 57693, 58190, 58497, 58499, 58525, 60528, 63891, 64131, 64207, 64320, 64412, 64763, 64777, 65220, 65982, 65986, 79027, 79038, 79184, 79230, 79364, 79443, 79586, 79594, 79724, 79778, 79842, 79871, 79872, 79882, 79891, 79894, 79947, 79960, 80198, 80230, 80264, 80764, 80778, 81532, 81856, 81858, 81890, 83719, 83860, 84124, 84133, 84148, 84168, 84172, 84239, 84256, 84295, 84337, 84447, 84450, 84622, 84775, 84864, 84914, 84936, 84954, 85451, 85463, 89970, 90326, 90338, 90485, 90678, 90780, 90957, 91694, 91754, 92285, 92597, 92675, 114034, 115426, 115825, 116225, 116985, 116988, 118813, 121512, 124245, 125919, 126308, 130557, 140467, 146050, 146198, 147687, 147694, 147807, 148479, 149076, 151742, 152485, 154197, 163049, 163131, 165918, 171017, 171023, 192669, 196441, 196528, 197320, 197370, 201514, 201626, 221955, 246175, 254225, 257160, 257218, 283337, 283489, 283755, 284309, 284371, 284443, 284459, 284996, 353274, 360023, 374291, 374378, 374655, 376940, 388558, 389072, 390980, 400720, 403341, 619279, 643836, 643853, 100131017, 100131827, 100381270
GO:0003713	MF	e	transcription coactivator activity	76/2534	236/20670	5.199888586337891e-16	3	76	3.8375177767173635e-13	25, 865, 1387, 1616, 1840, 2033, 2521, 2648, 3054, 3148, 4005, 4793, 4851, 4863, 4928, 5253, 5469, 5927, 5987, 6597, 6598, 6602, 6603, 6871, 6878, 7508, 7706, 7789, 7994, 8085, 8202, 8289, 8607, 8805, 8864, 9112, 9149, 9282, 9321, 9325, 9439, 9442, 9792, 9862, 9968, 10011, 10025, 10370, 10413, 10498, 11043, 22954, 23054, 23076, 23140, 23476, 25937, 25942, 26039, 27005, 29777, 51741, 55749, 57178, 64210, 79364, 79960, 84148, 84159, 84851, 84954, 93624, 115098, 116931, 133746, 171023
GO:0003677	MF	e	DNA binding	193/2534	929/20670	6.443831031936944e-14	4	193	3.566660476177099e-11	25, 143, 661, 904, 1050, 1060, 1105, 1106, 1777, 1786, 1788, 1874, 1911, 1936, 2005, 2033, 2067, 2071, 2072, 2074, 2237, 2521, 2969, 2976, 3014, 3148, 3150, 3297, 3609, 3660, 3661, 3720, 3725, 3835, 3930, 3980, 4089, 4149, 4152, 4172, 4176, 4204, 4520, 4781, 4798, 4802, 5087, 5395, 5422, 5425, 5428, 5451, 5454, 5467, 5469, 5514, 5926, 5927, 5970, 5980, 5987, 5991, 6047, 6095, 6597, 6598, 6648, 6667, 6749, 6830, 6832, 6838, 6871, 6878, 6881, 6925, 6944, 6945, 7003, 7013, 7024, 7110, 7270, 7376, 7542, 7551, 7726, 7756, 7862, 7994, 8028, 8085, 8148, 8242, 8243, 8289, 8554, 8930, 9044, 9131, 9191, 9278, 9328, 9329, 9533, 9555, 9612, 9640, 9869, 9933, 9972, 10011, 10038, 10113, 10146, 10194, 10250, 10363, 10765, 11073, 11128, 22847, 22850, 22882, 22993, 23013, 23036, 23075, 23126, 23132, 23347, 23598, 25885, 25942, 25946, 26015, 26040, 26147, 26993, 27245, 27301, 27343, 29777, 29855, 51042, 51092, 51588, 51593, 53615, 54617, 54790, 55081, 55193, 55201, 55252, 55279, 55506, 55628, 55636, 55766, 56980, 57215, 57592, 57634, 58499, 64425, 79603, 80012, 80198, 80764, 80820, 84159, 84172, 84181, 84256, 84295, 84450, 84458, 90326, 91012, 91748, 92675, 115426, 116092, 130557, 144108, 152485, 161725, 171023, 171568, 196528, 257218, 342371
GO:0003682	MF	e	chromatin binding	105/2534	439/20670	9.268314766231409e-12	2	105	4.560010864985853e-09	661, 904, 905, 1050, 1105, 1106, 1387, 1788, 1911, 1956, 2005, 2033, 2074, 2521, 2648, 2737, 2956, 3054, 3150, 3720, 3725, 4089, 4204, 4221, 4790, 5089, 5422, 5428, 5469, 5562, 5884, 5970, 5976, 5978, 6294, 6472, 6602, 6670, 6871, 7270, 7343, 7468, 8019, 8028, 8243, 8535, 8805, 8841, 9112, 9612, 9869, 9968, 10038, 10274, 10370, 10413, 10592, 11128, 22880, 22893, 23054, 23133, 23186, 23309, 23394, 23476, 23598, 23636, 25836, 25885, 25942, 26053, 26147, 26155, 27043, 29781, 51053, 51111, 51564, 54828, 55170, 55193, 55252, 55636, 57634, 57727, 64324, 79809, 79892, 80012, 83743, 83746, 84181, 84629, 90780, 93624, 122953, 128854, 148479, 165918, 171023, 200186, 221656, 222229, 353274
GO:0070577	MF	e	lysine-acetylated histone binding	15/2534	23/20670	3.806707709576461e-09	5	15	1.685610173800457e-06	4297, 5977, 6597, 6872, 8019, 8805, 10498, 11176, 23140, 23198, 23476, 23613, 55023, 65980, 80764
GO:0003714	MF	e	transcription corepressor activity	53/2534	190/20670	4.999180508806134e-09	3	53	1.8472762093909886e-06	595, 1387, 1616, 1788, 3065, 4204, 4665, 4863, 5195, 5469, 5977, 6597, 6907, 8535, 8554, 8841, 9112, 9139, 9541, 9611, 9612, 10370, 10413, 10514, 10765, 10856, 23013, 23186, 23309, 23613, 25937, 25942, 26036, 26145, 26155, 51053, 51564, 51588, 54856, 54880, 55729, 55749, 55929, 57727, 64207, 64324, 84458, 84864, 91748, 124359, 163126, 283248, 387893
GO:0004842	MF	e	ubiquitin-protein transferase activity	60/2534	227/20670	5.00616858913547e-09	4	60	1.8472762093909886e-06	867, 997, 4193, 4850, 5930, 5987, 6047, 7187, 7189, 7327, 7428, 7706, 7844, 8315, 8697, 9246, 9810, 9903, 10296, 10616, 11060, 22954, 23295, 23352, 25820, 26190, 27252, 27338, 54880, 55008, 55128, 57154, 57674, 63891, 63893, 64320, 64777, 79594, 79654, 79872, 81844, 81858, 83892, 84133, 84231, 89122, 89970, 90678, 91107, 115426, 144699, 149041, 165918, 197370, 220972, 253980, 254225, 257160, 257218, 283755
GO:0008270	MF	e	zinc ion binding	157/2534	822/20670	9.763150642568797e-09	6	157	3.32547931117651e-06	644, 790, 1387, 1786, 1838, 1840, 1889, 1911, 2033, 2101, 3416, 3980, 4012, 4048, 4152, 4193, 4297, 4306, 4351, 4548, 4799, 5253, 5422, 5467, 5770, 5875, 5927, 5930, 5976, 5987, 6047, 6051, 6095, 6249, 6257, 6472, 6609, 6687, 7025, 7187, 7189, 7227, 7376, 7542, 7551, 7726, 7738, 7799, 7994, 8175, 8242, 8315, 8411, 8424, 8427, 8554, 8609, 8805, 9104, 9112, 9325, 9510, 9572, 9618, 9682, 9869, 10013, 10072, 10270, 10401, 10427, 10713, 10765, 10802, 10868, 10898, 10939, 11043, 11143, 11186, 11237, 22880, 22954, 22992, 23053, 23087, 23133, 23140, 23174, 23352, 23410, 23549, 23567, 23613, 23659, 23660, 24149, 25792, 25820, 25885, 25924, 25939, 25946, 27301, 27309, 29944, 30827, 50626, 51042, 51588, 51734, 51752, 53349, 54790, 54815, 54877, 55128, 55422, 55628, 55662, 55954, 57169, 57178, 57215, 57459, 57505, 57590, 57643, 57786, 64324, 79102, 79670, 79776, 80012, 81844, 83637, 83746, 84085, 84231, 84851, 85364, 89122, 90204, 91107, 91603, 92822, 93624, 130617, 140831, 144165, 149041, 161725, 197131, 200576, 201292, 220972, 221656
